0,1,2
1608,4,"בִּטְחוּ בַיהוָה עֲדֵי־עַד כִּי בְּיָהּ יְהוָה צוּר עוֹלָמִים ׃"
1608,5,"כִּי הֵשַׁח יֹשְׁבֵי מָרוֹם קִרְיָה נִשְׂגָּבָה יַשְׁפִּילֶנָּה יַשְׁפִּילָהּ עַד־אֶרֶץ יַגִּיעֶנָּה עַד־עָפָר ׃"
1608,6,"תִּרְמְסֶנָּה רָגֶל רַגְלֵי עָנִי פַּעֲמֵי דַלִּים ׃"
1608,7,"אֹרַח לַצַּדִּיק מֵישָׁרִים יָשָׁר מַעְגַּל צַדִּיק תְּפַלֵּס ׃"
1608,8,"אַף אֹרַח מִשְׁפָּטֶיךָ יְהוָה קִוִּינוּךָ לְשִׁמְךָ וּלְזִכְרְךָ תַּאֲוַת־נָפֶשׁ ׃"
1608,9,"נַפְשִׁי אִוִּיתִיךָ בַּלַּיְלָה אַף־רוּחִי בְקִרְבִּי אֲשַׁחֲרֶךָּ כִּי כַּאֲשֶׁר מִשְׁפָּטֶיךָ לָאָרֶץ צֶדֶק לָמְדוּ יֹשְׁבֵי תֵבֵל ׃"
1608,10,"יֻחַן רָשָׁע בַּל־לָמַד צֶדֶק בְּאֶרֶץ נְכֹחוֹת יְעַוֵּל וּבַל־יִרְאֶה גֵּאוּת יְהוָה ׃"
1608,11,"יְהוָה רָמָה יָדְךָ בַּל־יֶחֱזָיוּן יֶחֱזוּ וְיֵבֹשׁוּ קִנְאַת־עָם אַף־אֵשׁ צָרֶיךָ תֹאכְלֵם ׃"
1608,12,"יְהוָה תִּשְׁפֹּת שָׁלוֹם לָנוּ כִּי גַּם כָּל־מַעֲשֵׂינוּ פָּעַלְתָּ לָּנוּ ׃"
1608,13,"יְהוָה אֱלֹהֵינוּ בְּעָלוּנוּ אֲדֹנִים זוּלָתֶךָ לְבַד־בְּךָ נַזְכִּיר שְׁמֶךָ ׃"
1608,14,"מֵתִים בַּל־יִחְיוּ רְפָאִים בַּל־יָקֻמוּ לָכֵן פָּקַדְתָּ וַתַּשְׁמִידֵם וַתְּאַבֵּד כָּל־זֵכֶר לָמוֹ ׃"
1608,15,"יָסַפְתָּ לַגּוֹי יְהוָה יָסַפְתָּ לַגּוֹי נִכְבָּדְתָּ רִחַקְתָּ כָּל־קַצְוֵי־אָרֶץ ׃"
1608,16,"יְהוָה בַּצַּר פְּקָדוּךָ צָקוּן לַחַשׁ מוּסָרְךָ לָמוֹ ׃"
1608,17,"כְּמוֹ הָרָה תַּקְרִיב לָלֶדֶת תָּחִיל תִּזְעַק בַּחֲבָלֶיהָ כֵּן הָיִינוּ מִפָּנֶיךָ יְהוָה ׃"
1608,18,"הָרִינוּ חַלְנוּ כְּמוֹ יָלַדְנוּ רוּחַ יְשׁוּעֹת בַּל־נַעֲשֶׂה אֶרֶץ וּבַל־יִפְּלוּ יֹשְׁבֵי תֵבֵל ׃"
1608,19,"יִחְיוּ מֵתֶיךָ נְבֵלָתִי יְקוּמוּן הָקִיצוּ וְרַנְּנוּ שֹׁכְנֵי עָפָר כִּי טַל אוֹרֹת טַלֶּךָ וָאָרֶץ רְפָאִים תַּפִּיל ׃"
1608,20,"לֵךְ עַמִּי בֹּא בַחֲדָרֶיךָ וּסְגֹר דְּלָתְיךָ (דְּלָתְךָ) בַּעֲדֶךָ חֲבִי כִמְעַט־רֶגַע עַד־יַעֲבָור־ (יַעֲבָר־) זָעַם ׃"
1608,21,"כִּי־הִנֵּה יְהוָה יֹצֵא מִמְּקוֹמוֹ לִפְקֹד עֲוֹן יֹשֵׁב־הָאָרֶץ עָלָיו וְגִלְּתָה הָאָרֶץ אֶת־דָּמֶיהָ וְלֹא־תְכַסֶּה עוֹד עַל־הֲרוּגֶיהָ ׃"
1609,1,"בַּיּוֹם הַהוּא יִפְקֹד יְהוָה בְּחַרְבוֹ הַקָּשָׁה וְהַגְּדוֹלָה וְהַחֲזָקָה עַל לִוְיָתָן נָחָשׁ בָּרִחַ וְעַל לִוְיָתָן נָחָשׁ עֲקַלָּתוֹן וְהָרַג אֶת־הַתַּנִּין אֲשֶׁר בַּיָּם ׃"
1609,2,"בַּיּוֹם הַהוּא כֶּרֶם חֶמֶד עַנּוּ־לָהּ ׃"
1609,3,"אֲנִי יְהוָה נֹצְרָהּ לִרְגָעִים אַשְׁקֶנָּה פֶּן יִפְקֹד עָלֶיהָ לַיְלָה וָיוֹם אֶצֳּרֶנָּה ׃"
1609,4,"חֵמָה אֵין לִי מִי־יִתְּנֵנִי שָׁמִיר שַׁיִת בַּמִּלְחָמָה אֶפְשְׂעָה בָהּ אֲצִיתֶנָּה יָּחַד ׃"
1609,5,"אוֹ יַחֲזֵק בְּמָעוּזִּי יַעֲשֶׂה שָׁלוֹם לִי שָׁלוֹם יַעֲשֶׂה־לִּי ׃"
1609,6,"הַבָּאִים יַשְׁרֵשׁ יַעֲקֹב יָצִיץ וּפָרַח יִשְׂרָאֵל וּמָלְאוּ פְנֵי־תֵבֵל תְּנוּבָה ׃"
1609,7,"הַכְּמַכַּת מַכֵּהוּ הִכָּהוּ אִם־כְּהֶרֶג הֲרֻגָיו הֹרָג ׃"
1609,8,"בְּסַאסְּאָה בְּשַׁלְחָהּ תְּרִיבֶנָּה הָגָה בְּרוּחוֹ הַקָּשָׁה בְּיוֹם קָדִים ׃"
1609,9,"לָכֵן בְּזֹאת יְכֻפַּר עֲוֹן־יַעֲקֹב וְזֶה כָּל־פְּרִי הָסִר חַטָּאתוֹ בְּשׂוּמוֹ כָּל־אַבְנֵי מִזְבֵּחַ כְּאַבְנֵי־גִר מְנֻפָּצוֹת לֹא־יָקֻמוּ אֲשֵׁרִים וְחַמָּנִים ׃"
1609,10,"כִּי עִיר בְּצוּרָה בָּדָד נָוֶה מְשֻׁלָּח וְנֶעֱזָב כַּמִּדְבָּר שָׁם יִרְעֶה עֵגֶל וְשָׁם יִרְבָּץ וְכִלָּה סְעִפֶיהָ ׃"
1609,11,"בִּיבֹשׁ קְצִירָהּ תִּשָּׁבַרְנָה נָשִׁים בָּאוֹת מְאִירוֹת אוֹתָהּ כִּי לֹא עַם־בִּינוֹת הוּא עַל־כֵּן לֹא־יְרַחֲמֶנּוּ עֹשֵׂהוּ וְיֹצְרוֹ לֹא יְחֻנֶּנּוּ ׃"
1609,12,"וְהָיָה בַּיּוֹם הַהוּא יַחְבֹּט יְהוָה מִשִּׁבֹּלֶת הַנָּהָר עַד־נַחַל מִצְרָיִם וְאַתֶּם תְּלֻקְּטוּ לְאַחַד אֶחָד בְּנֵי יִשְׂרָאֵל ׃"
1609,13,"וְהָיָה בַּיּוֹם הַהוּא יִתָּקַע בְּשׁוֹפָר גָּדוֹל וּבָאוּ הָאֹבְדִים בְּאֶרֶץ אַשּׁוּר וְהַנִּדָּחִים בְּאֶרֶץ מִצְרָיִם וְהִשְׁתַּחֲווּ לַיהוָה בְּהַר הַקֹּדֶשׁ בִּירוּשָׁלִָם ׃"
1610,1,"הוֹי עֲטֶרֶת גֵּאוּת שִׁכֹּרֵי אֶפְרַיִם וְצִיץ נֹבֵל צְבִי תִפְאַרְתּוֹ אֲשֶׁר עַל־רֹאשׁ גֵּיא־שְׁמָנִים הֲלוּמֵי יָיִן   ׃"
1610,2,"הִנֵּה חָזָק וְאַמִּץ לַאדֹנָי כְּזֶרֶם בָּרָד שַׂעַר קָטֶב כְּזֶרֶם מַיִם כַּבִּירִים שֹׁטְפִים הִנִּיחַ לָאָרֶץ בְּיָד ׃"
1610,3,"בְּרַגְלַיִם תֵּרָמַסְנָה עֲטֶרֶת גֵּאוּת שִׁכּוֹרֵי אֶפְרָיִם ׃"
1610,4,"וְהָיְתָה צִיצַת נֹבֵל צְבִי תִפְאַרְתּוֹ אֲשֶׁר עַל־רֹאשׁ גֵּיא שְׁמָנִים כְּבִכּוּרָהּ בְּטֶרֶם קַיִץ אֲשֶׁר יִרְאֶה הָרֹאֶה אוֹתָהּ בְּעוֹדָהּ בְּכַפּוֹ יִבְלָעֶנָּה ׃"
1610,5,"בַּיּוֹם הַהוּא יִהְיֶה יְהוָה צְבָאוֹת לַעֲטֶרֶת צְבִי וְלִצְפִירַת תִּפְאָרָה לִשְׁאָר עַמּוֹ ׃"
1610,6,"וּלְרוּחַ מִשְׁפָּט לַיּוֹשֵׁב עַל־הַמִּשְׁפָּט וְלִגְבוּרָה מְשִׁיבֵי מִלְחָמָה שָׁעְרָה ׃"
1610,7,"וְגַם־אֵלֶּה בַּיַּיִן שָׁגוּ וּבַשֵּׁכָר תָּעוּ כֹּהֵן וְנָבִיא שָׁגוּ בַשֵּׁכָר נִבְלְעוּ מִן־הַיַּיִן תָּעוּ מִן־הַשֵּׁכָר שָׁגוּ בָּרֹאֶה פָּקוּ פְּלִילִיָּה ׃"
1610,8,"כִּי כָּל־שֻׁלְחָנוֹת מָלְאוּ קִיא צֹאָה בְּלִי מָקוֹם ׃"
1610,9,"אֶת־מִי יוֹרֶה דֵעָה וְאֶת־מִי יָבִין שְׁמוּעָה גְּמוּלֵי מֵחָלָב עַתִּיקֵי מִשָּׁדָיִם ׃"
1610,10,"כִּי צַו לָצָו צַו לָצָו קַו לָקָו קַו לָקָו זְעֵיר שָׁם זְעֵיר שָׁם ׃"
1610,11,"כִּי בְּלַעֲגֵי שָׂפָה וּבְלָשׁוֹן אַחֶרֶת יְדַבֵּר אֶל־הָעָם הַזֶּה ׃"
1610,12,"אֲשֶׁר אָמַר אֲלֵיהֶם זֹאת הַמְּנוּחָה הָנִיחוּ לֶעָיֵף וְזֹאת הַמַּרְגֵּעָה וְלֹא אָבוּא שְׁמוֹעַ ׃"
1610,13,"וְהָיָה לָהֶם דְּבַר־יְהוָה צַו לָצָו צַו לָצָו קַו לָקָו קַו לָקָו זְעֵיר שָׁם זְעֵיר שָׁם לְמַעַן יֵלְכוּ וְכָשְׁלוּ אָחוֹר וְנִשְׁבָּרוּ וְנוֹקְשׁוּ וְנִלְכָּדוּ ׃"
1610,14,"לָכֵן שִׁמְעוּ דְבַר־יְהוָה אַנְשֵׁי לָצוֹן מֹשְׁלֵי הָעָם הַזֶּה אֲשֶׁר בִּירוּשָׁלִָם ׃"
1610,15,"כִּי אֲמַרְתֶּם כָּרַתְנוּ בְרִית אֶת־מָוֶת וְעִם־שְׁאוֹל עָשִׂינוּ חֹזֶה שֹׁיט (שׁוֹט) שׁוֹטֵף כִּי־ַעֲבֹר (יַעֲבֹר) לֹא יְבוֹאֵנוּ כִּי שַׂמְנוּ כָזָב מַחְסֵנוּ וּבַשֶּׁקֶר נִסְתָּרְנוּ ׃"
1610,16,"לָכֵן כֹּה אָמַר אֲדֹנָי יְהוִה הִנְנִי יִסַּד בְּצִיּוֹן אָבֶן אֶבֶן בֹּחַן פִּנַּת יִקְרַת מוּסָד מוּסָּד הַמַּאֲמִין לֹא יָחִישׁ ׃"
1610,17,"וְשַׂמְתִּי מִשְׁפָּט לְקָו וּצְדָקָה לְמִשְׁקָלֶת וְיָעָה בָרָד מַחְסֵה כָזָב וְסֵתֶר מַיִם יִשְׁטֹפוּ ׃"
1610,18,"וְכֻפַּר בְּרִיתְכֶם אֶת־מָוֶת וְחָזוּתְכֶם אֶת־שְׁאוֹל לֹא תָקוּם שׁוֹט שׁוֹטֵף כִּי יַעֲבֹר וִהְיִיתֶם לוֹ לְמִרְמָס ׃"
1610,19,"מִדֵּי עָבְרוֹ יִקַּח אֶתְכֶם כִּי־בַבֹּקֶר בַּבֹּקֶר יַעֲבֹר בַּיּוֹם וּבַלָּיְלָה וְהָיָה רַק־זְוָעָה הָבִין שְׁמוּעָה ׃"
1610,20,"כִּי־קָצַר הַמַּצָּע מֵהִשְׂתָּרֵעַ וְהַמַּסֵּכָה צָרָה כְּהִתְכַּנֵּס ׃"
1610,21,"כִּי כְהַר־פְּרָצִים יָקוּם יְהוָה כְּעֵמֶק בְּגִבְעוֹן יִרְגָּז לַעֲשׂוֹת מַעֲשֵׂהוּ זָר מַעֲשֵׂהוּ וְלַעֲבֹד עֲבֹדָתוֹ נָכְרִיָּה עֲבֹדָתוֹ ׃"
1610,22,"וְעַתָּה אַל־תִּתְלוֹצָצוּ פֶּן־יֶחְזְקוּ מוֹסְרֵיכֶם כִּי־כָלָה וְנֶחֱרָצָה שָׁמַעְתִּי מֵאֵת אֲדֹנָי יְהוִה צְבָאוֹת עַל־כָּל־הָאָרֶץ ׃"
1610,23,"הַאֲזִינוּ וְשִׁמְעוּ קוֹלִי הַקְשִׁיבוּ וְשִׁמְעוּ אִמְרָתִי ׃"
1610,24,"הֲכֹל הַיּוֹם יַחֲרֹשׁ הַחֹרֵשׁ לִזְרֹעַ יְפַתַּח וִישַׂדֵּד אַדְמָתוֹ ׃"
1610,25,"הֲלוֹא אִם־שִׁוָּה פָנֶיהָ וְהֵפִיץ קֶצַח וְכַמֹּן יִזְרֹק וְשָׂם חִטָּה שׂוֹרָה וּשְׂעֹרָה נִסְמָן וְכֻסֶּמֶת גְּבֻלָתוֹ ׃"
1610,26,"וְיִסְּרוֹ לַמִּשְׁפָּט אֱלֹהָיו יוֹרֶנּוּ ׃"
1610,27,"כִּי לֹא בֶחָרוּץ יוּדַשׁ קֶצַח וְאוֹפַן עֲגָלָה עַל־כַּמֹּן יוּסָּב כִּי בַמַּטֶּה יֵחָבֶט קֶצַח וְכַמֹּן בַּשָּׁבֶט ׃"
1610,28,"לֶחֶם יוּדָק כִּי לֹא לָנֶצַח אָדוֹשׁ יְדוּשֶׁנּוּ וְהָמַם גִּלְגַּל עֶגְלָתוֹ וּפָרָשָׁיו לֹא־יְדֻקֶּנּוּ ׃"
1610,29,"גַּם־זֹאת מֵעִם יְהוָה צְבָאוֹת יָצָאָה הִפְלִיא עֵצָה הִגְדִּיל תּוּשִׁיָּה ׃"
1611,1,"הוֹי אֲרִיאֵל אֲרִיאֵל קִרְיַת חָנָה דָוִד סְפוּ שָׁנָה עַל־שָׁנָה חַגִּים יִנְקֹפוּ ׃"
1611,2,"וַהֲצִיקוֹתִי לַאֲרִיאֵל וְהָיְתָה תַאֲנִיָּה וַאֲנִיָּה וְהָיְתָה לִּי כַּאֲרִיאֵל ׃"
1611,3,"וְחָנִיתִי כַדּוּר עָלָיִךְ וְצַרְתִּי עָלַיִךְ מֻצָּב וַהֲקִימֹתִי עָלַיִךְ מְצֻרֹת ׃"
1611,4,"וְשָׁפַלְתְּ מֵאֶרֶץ תְּדַבֵּרִי וּמֵעָפָר תִּשַּׁח אִמְרָתֵךְ וְהָיָה כְּאוֹב מֵאֶרֶץ קוֹלֵךְ וּמֵעָפָר אִמְרָתֵךְ תְּצַפְצֵף ׃"
1611,5,"וְהָיָה כְּאָבָק דַּק הֲמוֹן זָרָיִךְ וּכְמֹץ עֹבֵר הֲמוֹן עָרִיצִים וְהָיָה לְפֶתַע פִּתְאֹם ׃"
1611,6,"מֵעִם יְהוָה צְבָאוֹת תִּפָּקֵד בְּרַעַם וּבְרַעַשׁ וְקוֹל גָּדוֹל סוּפָה וּסְעָרָה וְלַהַב אֵשׁ אוֹכֵלָה ׃"
1611,7,"וְהָיָה כַּחֲלוֹם חֲזוֹן לַיְלָה הֲמוֹן כָּל־הַגּוֹיִם הַצֹּבְאִים עַל־אֲרִיאֵל וְכָל־צֹבֶיהָ וּמְצֹדָתָהּ וְהַמְּצִיקִים לָהּ ׃"
1611,8,"וְהָיָה כַּאֲשֶׁר יַחֲלֹם הָרָעֵב וְהִנֵּה אוֹכֵל וְהֵקִיץ וְרֵיקָה נַפְשׁוֹ וְכַאֲשֶׁר יַחֲלֹם הַצָּמֵא וְהִנֵּה שֹׁתֶה וְהֵקִיץ וְהִנֵּה עָיֵף וְנַפְשׁוֹ שׁוֹקֵקָה כֵּן יִהְיֶה הֲמוֹן כָּל־הַגּוֹיִם הַצֹּבְאִים עַל־הַר צִיּוֹן ׃"
1611,9,"הִתְמַהְמְהוּ וּתְמָהוּ הִשְׁתַּעַשְׁעוּ וָשֹׁעוּ שָׁכְרוּ וְלֹא־יַיִן נָעוּ וְלֹא שֵׁכָר ׃"
1611,10,"כִּי־נָסַךְ עֲלֵיכֶם יְהוָה רוּחַ תַּרְדֵּמָה וַיְעַצֵּם אֶת־עֵינֵיכֶם אֶת־הַנְּבִיאִים וְאֶת־רָאשֵׁיכֶם הַחֹזִים כִּסָּה ׃"
1611,11,"וַתְּהִי לָכֶם חָזוּת הַכֹּל כְּדִבְרֵי הַסֵּפֶר הֶחָתוּם אֲשֶׁר־יִתְּנוּ אֹתוֹ אֶל־יוֹדֵעַ הסֵפֶר (סֵפֶר) לֵאמֹר קְרָא נָא־זֶה וְאָמַר לֹא אוּכַל כִּי חָתוּם הוּא ׃"
1611,12,"וְנִתַּן הַסֵּפֶר עַל אֲשֶׁר לֹא־יָדַע סֵפֶר לֵאמֹר קְרָא נָא־זֶה וְאָמַר לֹא יָדַעְתִּי סֵפֶר ׃"
1611,13,"וַיֹּאמֶר אֲדֹנָי יַעַן כִּי נִגַּשׁ הָעָם הַזֶּה בְּפִיו וּבִשְׂפָתָיו כִּבְּדוּנִי וְלִבּוֹ רִחַק מִמֶּנִּי וַתְּהִי יִרְאָתָם אֹתִי מִצְוַת אֲנָשִׁים מְלֻמָּדָה ׃"
1611,14,"לָכֵן הִנְנִי יוֹסִף לְהַפְלִיא אֶת־הָעָם־הַזֶּה הַפְלֵא וָפֶלֶא וְאָבְדָה חָכְמַת חֲכָמָיו וּבִינַת נְבֹנָיו תִּסְתַּתָּר ׃"
1611,15,"הוֹי הַמַּעֲמִיקִים מֵיהוָה לַסְתִּר עֵצָה וְהָיָה בְמַחְשָׁךְ מַעֲשֵׂיהֶם וַיֹּאמְרוּ מִי רֹאֵנוּ וּמִי יוֹדְעֵנוּ ׃"
1611,16,"הַפְכְּכֶם אִם־כְּחֹמֶר הַיֹּצֵר יֵחָשֵׁב כִּי־יֹאמַר מַעֲשֶׂה לְעֹשֵׂהוּ לֹא עָשָׂנִי וְיֵצֶר אָמַר לְיוֹצְרוֹ לֹא הֵבִין ׃"
1611,17,"הֲלוֹא־עוֹד מְעַט מִזְעָר וְשָׁב לְבָנוֹן לַכַּרְמֶל וְהַכַּרְמֶל לַיַּעַר יֵחָשֵׁב ׃"
1611,18,"וְשָׁמְעוּ בַיּוֹם־הַהוּא הַחֵרְשִׁים דִּבְרֵי־סֵפֶר וּמֵאֹפֶל וּמֵחֹשֶׁךְ עֵינֵי עִוְרִים תִּרְאֶינָה ׃"
1611,19,"וְיָסְפוּ עֲנָוִים בַּיהוָה שִׂמְחָה וְאֶבְיוֹנֵי אָדָם בִּקְדוֹשׁ יִשְׂרָאֵל יָגִילוּ ׃"
1611,20,"כִּי־אָפֵס עָרִיץ וְכָלָה לֵץ וְנִכְרְתוּ כָּל־שֹׁקְדֵי אָוֶן ׃"
1611,21,"מַחֲטִיאֵי אָדָם בְּדָבָר וְלַמּוֹכִיחַ בַּשַּׁעַר יְקֹשׁוּן וַיַּטּוּ בַתֹּהוּ צַדִּיק ׃"
1611,22,"לָכֵן כֹּה־אָמַר יְהוָה אֶל־בֵּית יַעֲקֹב אֲשֶׁר פָּדָה אֶת־אַבְרָהָם לֹא־עַתָּה יֵבוֹשׁ יַעֲקֹב וְלֹא עַתָּה פָּנָיו יֶחֱוָרוּ ׃"
1611,23,"כִּי בִרְאֹתוֹ יְלָדָיו מַעֲשֵׂה יָדַי בְּקִרְבּוֹ יַקְדִּישׁוּ שְׁמִי וְהִקְדִּישׁוּ אֶת־קְדוֹשׁ יַעֲקֹב וְאֶת־אֱלֹהֵי יִשְׂרָאֵל יַעֲרִיצוּ ׃"
1611,24,"וְיָדְעוּ תֹעֵי־רוּחַ בִּינָה וְרוֹגְנִים יִלְמְדוּ־לֶקַח ׃"
1612,1,"הוֹי בָּנִים סוֹרְרִים נְאֻם־יְהוָה לַעֲשׂוֹת עֵצָה וְלֹא מִנִּי וְלִנְסֹךְ מַסֵּכָה וְלֹא רוּחִי לְמַעַן סְפוֹת חַטָּאת עַל־חַטָּאת ׃"
1612,2,"הַהֹלְכִים לָרֶדֶת מִצְרַיִם וּפִי לֹא שָׁאָלוּ לָעוֹז בְּמָעוֹז פַּרְעֹה וְלַחְסוֹת בְּצֵל מִצְרָיִם ׃"
1612,3,"וְהָיָה לָכֶם מָעוֹז פַּרְעֹה לְבֹשֶׁת וְהֶחָסוּת בְּצֵל־מִצְרַיִם לִכְלִמָּה ׃"
1612,4,"כִּי־הָיוּ בְצֹעַן שָׂרָיו וּמַלְאָכָיו חָנֵס יַגִּיעוּ ׃"
1612,5,"כֹּל הֹבִאישׁ (הֹבִישׁ) עַל־עַם לֹא־יוֹעִילוּ לָמוֹ לֹא לְעֵזֶר וְלֹא לְהוֹעִיל כִּי לְבֹשֶׁת וְגַם־לְחֶרְפָּה ׃"
1612,6,"מַשָּׂא בַּהֲמוֹת נֶגֶב בְּאֶרֶץ צָרָה וְצוּקָה לָבִיא וָלַיִשׁ מֵהֶם אֶפְעֶה וְשָׂרָף מְעוֹפֵף יִשְׂאוּ עַל־כֶּתֶף עֲיָרִים חֵילֵהֶם וְעַל־דַּבֶּשֶׁת גְּמַלִּים אוֹצְרֹתָם עַל־עַם לֹא יוֹעִילוּ ׃"
1612,7,"וּמִצְרַיִם הֶבֶל וָרִיק יַעְזֹרוּ לָכֵן קָרָאתִי לָזֹאת רַהַב הֵם שָׁבֶת ׃"
1612,8,"עַתָּה בּוֹא כָתְבָהּ עַל־לוּחַ אִתָּם וְעַל־סֵפֶר חֻקָּהּ וּתְהִי לְיוֹם אַחֲרוֹן לָעַד עַד־עוֹלָם ׃"
1612,9,"כִּי עַם מְרִי הוּא בָּנִים כֶּחָשִׁים בָּנִים לֹא־אָבוּ שְׁמוֹעַ תּוֹרַת יְהוָה ׃"
1612,10,"אֲשֶׁר אָמְרוּ לָרֹאִים לֹא תִרְאוּ וְלַחֹזִים לֹא תֶחֱזוּ־לָנוּ נְכֹחוֹת דַּבְּרוּ־לָנוּ חֲלָקוֹת חֲזוּ מַהֲתַלּוֹת ׃"
1612,11,"סוּרוּ מִנֵּי־דֶרֶךְ הַטּוּ מִנֵּי־אֹרַח הַשְׁבִּיתוּ מִפָּנֵינוּ אֶת־קְדוֹשׁ יִשְׂרָאֵל ׃"
1612,12,"לָכֵן כֹּה אָמַר קְדוֹשׁ יִשְׂרָאֵל יַעַן מָאָסְכֶם בַּדָּבָר הַזֶּה וַתִּבְטְחוּ בְּעֹשֶׁק וְנָלוֹז וַתִּשָּׁעֲנוּ עָלָיו ׃"
1612,13,"לָכֵן יִהְיֶה לָכֶם הֶעָוֹן הַזֶּה כְּפֶרֶץ נֹפֵל נִבְעֶה בְּחוֹמָה נִשְׂגָּבָה אֲשֶׁר־פִּתְאֹם לְפֶתַע יָבוֹא שִׁבְרָהּ ׃"
1612,14,"וּשְׁבָרָהּ כְּשֵׁבֶר נֵבֶל יוֹצְרִים כָּתוּת לֹא יַחְמֹל וְלֹא־יִמָּצֵא בִמְכִתָּתוֹ חֶרֶשׂ לַחְתּוֹת אֵשׁ מִיָּקוּד וְלַחְשֹׂף מַיִם מִגֶּבֶא ׃"
1612,15,"כִּי כֹה־אָמַר אֲדֹנָי יְהוִה קְדוֹשׁ יִשְׂרָאֵל בְּשׁוּבָה וָנַחַת תִּוָּשֵׁעוּן בְּהַשְׁקֵט וּבְבִטְחָה תִּהְיֶה גְּבוּרַתְכֶם וְלֹא אֲבִיתֶם ׃"
1612,16,"וַתֹּאמְרוּ לֹא־כִי עַל־סוּס נָנוּס עַל־כֵּן תְּנוּסוּן וְעַל־קַל נִרְכָּב עַל־כֵּן יִקַּלּוּ רֹדְפֵיכֶם ׃"
1612,17,"אֶלֶף אֶחָד מִפְּנֵי גַּעֲרַת אֶחָד מִפְּנֵי גַּעֲרַת חֲמִשָּׁה תָּנֻסוּ עַד אִם־נוֹתַרְתֶּם כַּתֹּרֶן עַל־רֹאשׁ הָהָר וְכַנֵּס עַל־הַגִּבְעָה ׃"
1612,18,"וְלָכֵן יְחַכֶּה יְהוָה לַחֲנַנְכֶם וְלָכֵן יָרוּם לְרַחֶמְכֶם כִּי־אֱלֹהֵי מִשְׁפָּט יְהוָה אַשְׁרֵי כָּל־חוֹכֵי לוֹ ׃"
